,PCA1,PCA2
0,-6.104560370768007,-0.43329622330170986
1,-0.14823837219342686,-1.2573131711547327
2,-3.985643055533938,0.39632095447070415
3,0.5206834182208279,-1.0883864807994224
4,0.46345944400140254,2.4859489118321267
5,0.9353338861850267,4.750777173545571
6,1.5004694168366155,-2.138787202277635
7,-3.4432471688885222,1.4719847650170128
8,0.42572970616121175,-2.3597931118030413
9,-0.25872571132025957,-0.3759189562323078
10,0.15699615013821558,-1.7764050695069689
11,1.3607727949317225,-2.0245140512867468
12,-3.0969372989062944,0.004028119779148603
13,0.30181057439213016,-0.40003427090806054
14,-0.4758303987956753,-2.1013109519103095
15,-1.272507181613512,-0.3200958190861386
16,-0.4033961823306063,-0.294305609307659
17,1.3599289012302853,-1.825211915700972
18,-0.34369496445007447,-1.3734057859580715
19,0.4010285904705817,-1.2777838371852215
20,-5.794858563544489,-1.088800419021431
21,1.3283253462993323,-1.0453982352181939
22,1.7792670524683534,-2.1067422151088877
23,0.36525702676770755,-2.74864314053645
24,1.1410158910227084,-1.329320329168634
25,-0.10601200686998109,-1.006687238857562
26,0.5634154478301705,-1.113047123736331
27,-0.41880382055727583,-0.9508659395385451
28,-0.493005344834442,-1.78095915476421
29,0.3892747023796732,-0.9584718027972863
30,1.0773611829179144,1.334004449575862
31,0.3401808546798586,0.5210914850408732
32,-1.37763666603365,-0.058104551207146
33,0.31237690454153394,-0.9894080792150978
34,-0.14424894357207593,0.4812316149344086
35,-2.5409725093492237,3.6966250710405864
36,-3.7870709926479247,2.413713011368993
37,-0.7211495657639927,2.8372470620440757
38,-0.23074178295672382,2.169877505941664
39,0.319827014708049,2.1994824640994857
40,-1.9137877860292603,-0.5733337719812184
41,-0.39074951771090966,-2.350479136092484
42,0.8988770279926261,-2.8164932597138432
43,-0.31102985349804146,-0.016543027107385706
44,-3.534542452580047,2.6779349278459725
45,-0.45706830511097163,1.1649930864270361
46,0.10175548195819985,-1.6674779688299897
47,1.2219543038468563,-2.485709871522373
48,1.1280120938102727,0.8657819803431304
49,0.24840532615305988,-1.3062128263206458
50,0.45270997386808415,-0.7084317649600742
51,1.0286395007535654,-1.1055897820121807
52,0.10597260190085864,-1.3469886639281972
53,-0.2006383606334792,-1.4014199830084462
54,0.23245394231787292,1.665201877799149
55,1.477541943008033,-1.8933061802095168
56,-2.3248920933489656,1.9270931540853655
57,2.838883238421293,0.39192341104473605
58,1.7517635587599143,-1.4825325209320046
59,-6.116356085494102,-0.19383216459661312
60,1.2898125721532003,-1.2535793034968907
61,1.2023102852201664,0.23078998046046104
62,-6.129449777535054,-0.40215103081210657
63,-1.06275903689408,-0.5419765779615136
64,-2.859662210302747,2.1208466001276376
65,1.1690979228255212,1.9084591230920094
66,-5.922045749193426,-1.211863650665534
67,0.4028562140484188,0.30047175476308274
68,-0.5517449186702944,0.2144427904073261
69,-0.1568384910571945,0.970339384518776
70,-3.0726985363342743,1.6019642521346344
71,1.1940212142345292,-0.4017149924804581
72,-6.047821321504062,-0.026420745298386374
73,-0.2810798517658937,-0.41263690626335586
74,0.12277065428979235,-1.2159638250294413
75,-0.9893350122060524,-0.28974912961774896
76,-0.5767166683809527,-0.7583143324875457
77,-0.0074884480328651385,-1.9239316799999944
78,1.5022989788723855,-1.418609631996111
79,0.1984405803833947,2.12103337511417
80,-0.28400591589719176,-1.7476598111619857
81,-4.213115781992364,1.989643628464213
82,5.245104224272239,1.861247241393397
83,-0.9425449687715189,0.14188694801001794
84,0.3985567336326571,1.51628247515247
85,1.5116580917780305,-1.197280231700593
86,-0.37740689486653034,-0.4445358920241704
87,-0.0661605561109668,-0.5335932772574422
88,-0.9108251755172165,-1.5276105830056341
89,-2.041387282700683,1.7679838909951402
90,-1.508574131390537,2.096799069075208
91,-0.1249511947756225,-1.2503821538287276
92,-1.7973297210772805,0.42634336770343567
93,-0.36860941187034024,2.928597420069528
94,1.4450757156475076,2.5733438897963015
95,-0.38907126311093,-0.5343175006008738
96,0.11672814527450692,-2.7072698903112293
97,1.3987574801481029,-2.8370198400568585
98,-0.3392354166928428,-1.3302726569370635
99,-1.3520387656326283,-0.0008522063619698502
100,3.952098798902488,2.3695646994655823
101,-5.8673409935198295,-1.3051224152252012
102,-3.390995425325324,2.983178661446967
103,10.246221819363718,4.667795859782842
104,-3.51191234174023,0.1623734748357471
105,4.481354027488279,0.7802231951240907
106,-3.5132759235146063,0.05525730769373165
107,1.0108533089031961,-1.017853438392855
108,0.8273196547420256,-1.9495722373512834
109,0.5478861156219802,-0.6915446330414731
110,0.4543556478021646,-1.7990963328992389
111,-0.593466409657253,-1.3030375302997856
112,-0.49926640480160567,-1.922808791088169
113,0.16771086016517306,-2.5350675880545865
114,0.5128913741114981,-0.7405789952144396
115,0.8335061441963161,0.6344648917693612
116,-0.058180538993470615,-0.691948019260484
117,-0.6805878362038187,0.18425725542181204
118,0.09651419160826549,-0.7275069489564697
119,-0.5480180837675729,-1.6464847337616086
120,-0.15630048798944174,-0.7241068375439044
121,-0.31008188126373937,-1.23764470667345
122,-5.963350318397672,-0.13109320135877128
123,-0.34964066622664236,-1.4979230916858806
124,1.320365792603583,-1.205665134742333
125,-1.2191358339506269,-1.2610224851975644
126,1.5782573826245565,0.024332117555099803
127,-0.012984820623190256,-1.6863000131739418
128,0.23989238327905657,-2.007735340400942
129,1.3419564365578085,-2.570829798567618
130,1.2349407410144913,-2.4137892703973796
131,0.09281146965746419,-1.4149381596325217
132,-0.4699113484580895,-2.58740671829154
133,-0.8583000146127672,-1.431024156317071
134,2.857112123905899,0.8148089840404054
135,-0.37017216778782774,-0.13906848182678452
136,-0.7417351914668383,-1.1767214619426918
137,0.20671377413566192,-1.3315244084901927
138,0.8167721041415086,-1.2961337093892722
139,1.7703121256248768,-1.9844292972020063
140,0.4986332999777284,-2.098988273531373
141,0.3928097124579395,-2.9513689399365335
142,-3.2264955746584554,2.4554629461557145
143,0.04215112062596181,-2.7108218317032935
144,1.6719346481242598,-2.4057511125256568
145,0.3695904039131622,-1.9007174790666972
146,-2.5298246134116096,-0.3641619264639281
147,-0.055187602933963624,-0.6779072786527554
148,0.17789305298956865,-1.4851240942877366
149,1.2406237774367435,-1.9629411811633986
150,-6.100088219292178,-0.2416439807278474
151,-0.45243613072949596,-1.356145134802016
152,0.0061270603956838565,-0.3037103195342035
153,0.2079231500971293,-1.525693833541783
154,-0.0038914885715154576,0.07418088448604565
155,0.13825626727307264,-0.5159185471658324
156,-0.612047384707536,-1.4099256727125358
157,0.3470099148660121,-1.9934071903688895
158,0.15955711488873245,-1.802681869542628
159,0.4969008948953263,0.24866014436753045
160,0.2258501870039538,-1.229116075975077
161,1.5706076966720972,-1.8483469647799429
162,1.4558912471772023,-2.0994871801880706
163,0.04219223509187898,-1.3747867997145111
164,-0.40529916319682474,-1.4791578030629902
165,0.4049915047413485,-1.1654923285286907
166,-4.1771708484809675,3.3791671027023127
167,0.38650123113056783,-0.8368218147736267
168,1.8016635237471565,-0.09295780496448693
169,0.14081391145002656,0.17370822104030165
170,-0.039306815293204435,0.8731543221493997
171,1.3536046389341745,-0.638928354468262
172,0.4484975882773169,-1.3978246060884019
173,0.09134648844536598,0.7587202809079656
174,-0.44667287167487674,0.15042092221599593
175,-0.9692109178872919,-1.3592410105195596
176,0.5144126669372303,0.32728237863556325
177,-0.043907981062695424,-0.548678438514603
178,0.18254547341510857,-1.8292904577809062
179,1.8410555245292672,-0.0672829289149837
180,13.86322878567149,2.4472862508491087
181,1.0828073332888333,1.977501506276827
182,-1.5946371300101767,2.402500734301557
183,-1.5608992712499694,0.05737009721511828
184,-3.529576366281842,0.18988478150597896
185,-1.216933619471257,-0.003771879901459585
186,1.8945924291734821,2.3306431747106573
187,0.638484089636297,-2.2740148776128595
188,-1.536117989989181,0.2842995385388382
189,0.09737642975398085,-2.306982027493716
190,0.2496973081018835,-1.4231503436345656
191,-0.7045651309502519,1.115611287889103
192,-3.1128646982843904,0.7724407738063637
193,-3.3895293324307714,1.0113198817175135
194,1.1869616152708806,-1.8912379573166045
195,-3.5185004001765536,2.0074633276183422
196,1.4912885292550693,-2.0171688651791224
197,-3.7723496886490833,0.741135598803538
198,1.0982346326660435,-1.450635238040449
199,-2.151369778956408,1.389228342367034
200,0.16506050573051692,-1.7493282515741437
201,0.007310461937144922,-2.1118768153557497
202,1.1290306140338124,-2.339964573936032
203,1.0102137448165942,1.5499948264987395
204,0.4923776350149024,-0.9288052131429226
205,-0.1513420269778703,-1.196167346135948
206,1.2513417759578758,-1.8270806700358881
207,0.33701090037964887,-3.272794786787426
208,0.3953461393988656,-1.8076823490587257
209,0.35045529059233044,0.3148717717119671
210,1.2782191999041228,-2.229060186843306
211,0.6709615296178254,-1.5618700931988883
